Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2014,Alameda,Kaiser Foundation Hospital – Fremont,106014132,BPD,,"(37.55055, -121.97483)"
2014,Alameda,Kaiser Foundation Hospital – Fremont,106014132,LAPBAND,,"(37.55055, -121.97483)"
2014,Alameda,Kaiser Foundation Hospital – Fremont,106014132,LAPRYBG,65,"(37.55055, -121.97483)"
2014,Alameda,Kaiser Foundation Hospital – Fremont,106014132,OPENRYGB,,"(37.55055, -121.97483)"
2014,Alameda,Kaiser Foundation Hospital – Fremont,106014132,VSG,73,"(37.55055, -121.97483)"
2014,Alameda,Kaiser Foundation Hospital – Hayward,106010858,BPD,,"(37.62593, -122.09338)"
2014,Alameda,Kaiser Foundation Hospital – Hayward,106010858,LAPBAND,1,"(37.62593, -122.09338)"
2014,Alameda,Kaiser Foundation Hospital – Hayward,106010858,LAPRYBG,109,"(37.62593, -122.09338)"
2014,Alameda,Kaiser Foundation Hospital – Hayward,106010858,OPENRYGB,1,"(37.62593, -122.09338)"
2014,Alameda,Kaiser Foundation Hospital – Hayward,106010858,VSG,71,"(37.62593, -122.09338)"
2014,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,BPD,,"(37.82425, -122.25792)"
2014,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,LAPBAND,,"(37.82425, -122.25792)"
2014,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,LAPRYBG,38,"(37.82425, -122.25792)"
2014,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,OPENRYGB,,"(37.82425, -122.25792)"
2014,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,VSG,102,"(37.82425, -122.25792)"
2014,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,BPD,,"(37.82402, -122.25791)"
2014,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,LAPBAND,,"(37.82402, -122.25791)"
2014,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,LAPRYBG,17,"(37.82402, -122.25791)"
2014,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,OPENRYGB,,"(37.82402, -122.25791)"
2014,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,VSG,137,"(37.82402, -122.25791)"
2014,Alameda,Saint Rose Hospital,106010967,BPD,,"(37.63291, -122.08962)"
2014,Alameda,Saint Rose Hospital,106010967,LAPBAND,,"(37.63291, -122.08962)"
2014,Alameda,Saint Rose Hospital,106010967,LAPRYBG,,"(37.63291, -122.08962)"
2014,Alameda,Saint Rose Hospital,106010967,OPENRYGB,,"(37.63291, -122.08962)"
2014,Alameda,Saint Rose Hospital,106010967,VSG,1,"(37.63291, -122.08962)"
2014,Alameda,Valleycare Medical Center,106014050,BPD,,"(37.69206, -121.88095)"
2014,Alameda,Valleycare Medical Center,106014050,LAPBAND,,"(37.69206, -121.88095)"
2014,Alameda,Valleycare Medical Center,106014050,LAPRYBG,42,"(37.69206, -121.88095)"
2014,Alameda,Valleycare Medical Center,106014050,OPENRYGB,,"(37.69206, -121.88095)"
2014,Alameda,Valleycare Medical Center,106014050,VSG,156,"(37.69206, -121.88095)"
2014,Butte,Enloe Medical Center – Esplanade,106040962,BPD,,"(39.74224, -121.84922)"
2014,Butte,Enloe Medical Center – Esplanade,106040962,LAPBAND,,"(39.74224, -121.84922)"
2014,Butte,Enloe Medical Center – Esplanade,106040962,LAPRYBG,2,"(39.74224, -121.84922)"
2014,Butte,Enloe Medical Center – Esplanade,106040962,OPENRYGB,,"(39.74224, -121.84922)"
2014,Butte,Enloe Medical Center – Esplanade,106040962,VSG,241,"(39.74224, -121.84922)"
2014,Contra Costa,John Muir Medical Center – Concord Campus,106071018,BPD,,"(37.98615, -122.03874)"
2014,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPBAND,1,"(37.98615, -122.03874)"
2014,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPRYBG,10,"(37.98615, -122.03874)"
2014,Contra Costa,John Muir Medical Center – Concord Campus,106071018,OPENRYGB,,"(37.98615, -122.03874)"
2014,Contra Costa,John Muir Medical Center – Concord Campus,106071018,VSG,145,"(37.98615, -122.03874)"
2014,Fresno,Clovis Community Medical Center,106100005,BPD,,"(36.83745, -119.66072)"
2014,Fresno,Clovis Community Medical Center,106100005,LAPBAND,,"(36.83745, -119.66072)"
2014,Fresno,Clovis Community Medical Center,106100005,LAPRYBG,81,"(36.83745, -119.66072)"
2014,Fresno,Clovis Community Medical Center,106100005,OPENRYGB,1,"(36.83745, -119.66072)"
2014,Fresno,Clovis Community Medical Center,106100005,VSG,204,"(36.83745, -119.66072)"
2014,Fresno,Fresno Heart and Surgical Hospital,106105029,BPD,,"(36.8611, -119.78931)"
2014,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPBAND,20,"(36.8611, -119.78931)"
2014,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPRYBG,467,"(36.8611, -119.78931)"
2014,Fresno,Fresno Heart and Surgical Hospital,106105029,OPENRYGB,,"(36.8611, -119.78931)"
2014,Fresno,Fresno Heart and Surgical Hospital,106105029,VSG,334,"(36.8611, -119.78931)"
2014,Fresno,Kaiser Foundation Hospital – Fresno,106104062,BPD,,"(36.84246, -119.7832)"
2014,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPBAND,,"(36.84246, -119.7832)"
2014,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPRYBG,6,"(36.84246, -119.7832)"
2014,Fresno,Kaiser Foundation Hospital – Fresno,106104062,OPENRYGB,2,"(36.84246, -119.7832)"
2014,Fresno,Kaiser Foundation Hospital – Fresno,106104062,VSG,195,"(36.84246, -119.7832)"
2014,Kern,Delano Regional Medical Center,106150706,BPD,,"(35.76143, -119.23706)"
2014,Kern,Delano Regional Medical Center,106150706,LAPBAND,,"(35.76143, -119.23706)"
2014,Kern,Delano Regional Medical Center,106150706,LAPRYBG,15,"(35.76143, -119.23706)"
2014,Kern,Delano Regional Medical Center,106150706,OPENRYGB,,"(35.76143, -119.23706)"
2014,Kern,Delano Regional Medical Center,106150706,VSG,48,"(35.76143, -119.23706)"
2014,Kern,Kern Medical Center,106150736,BPD,,"(35.380833, -118.967222)"
2014,Kern,Kern Medical Center,106150736,LAPBAND,,"(35.380833, -118.967222)"
2014,Kern,Kern Medical Center,106150736,LAPRYBG,,"(35.380833, -118.967222)"
2014,Kern,Kern Medical Center,106150736,OPENRYGB,1,"(35.380833, -118.967222)"
2014,Kern,Kern Medical Center,106150736,VSG,31,"(35.380833, -118.967222)"
2014,Kern,Mercy Hospital – Bakersfield,106150761,BPD,,"(35.37323, -119.02715)"
2014,Kern,Mercy Hospital – Bakersfield,106150761,LAPBAND,,"(35.37323, -119.02715)"
2014,Kern,Mercy Hospital – Bakersfield,106150761,LAPRYBG,1,"(35.37323, -119.02715)"
2014,Kern,Mercy Hospital – Bakersfield,106150761,OPENRYGB,,"(35.37323, -119.02715)"
2014,Kern,San Joaquin Community Hospital,106150788,BPD,,"(35.383064, -119.018775)"
2014,Kern,San Joaquin Community Hospital,106150788,LAPBAND,1,"(35.383064, -119.018775)"
2014,Kern,San Joaquin Community Hospital,106150788,LAPRYBG,6,"(35.383064, -119.018775)"
2014,Kern,San Joaquin Community Hospital,106150788,OPENRYGB,1,"(35.383064, -119.018775)"
2014,Kern,San Joaquin Community Hospital,106150788,VSG,105,"(35.383064, -119.018775)"
2014,Los Angeles,Cedars Sinai Medical Center,106190555,BPD,,"(34.07681, -118.38061)"
2014,Los Angeles,Cedars Sinai Medical Center,106190555,LAPBAND,3,"(34.07681, -118.38061)"
2014,Los Angeles,Cedars Sinai Medical Center,106190555,LAPRYBG,96,"(34.07681, -118.38061)"
2014,Los Angeles,Cedars Sinai Medical Center,106190555,OPENRYGB,1,"(34.07681, -118.38061)"
2014,Los Angeles,Cedars Sinai Medical Center,106190555,VSG,191,"(34.07681, -118.38061)"
2014,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,BPD,,"(33.83352, -118.08169)"
2014,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,LAPBAND,1,"(33.83352, -118.08169)"
2014,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,LAPRYBG,22,"(33.83352, -118.08169)"
2014,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,OPENRYGB,4,"(33.83352, -118.08169)"
2014,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,VSG,108,"(33.83352, -118.08169)"
2014,Los Angeles,Glendale Adventist Medical Center,106190323,BPD,,"(34.14951, -118.23109)"
2014,Los Angeles,Glendale Adventist Medical Center,106190323,LAPBAND,,"(34.14951, -118.23109)"
2014,Los Angeles,Glendale Adventist Medical Center,106190323,LAPRYBG,1,"(34.14951, -118.23109)"
2014,Los Angeles,Glendale Adventist Medical Center,106190323,OPENRYGB,,"(34.14951, -118.23109)"
2014,Los Angeles,Glendale Adventist Medical Center,106190323,VSG,7,"(34.14951, -118.23109)"
2014,Los Angeles,Huntington Memorial Hospital,106190400,BPD,13,"(34.13565, -118.1518)"
2014,Los Angeles,Huntington Memorial Hospital,106190400,LAPBAND,,"(34.13565, -118.1518)"
2014,Los Angeles,Huntington Memorial Hospital,106190400,LAPRYBG,63,"(34.13565, -118.1518)"
2014,Los Angeles,Huntington Memorial Hospital,106190400,OPENRYGB,1,"(34.13565, -118.1518)"
2014,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,BPD,,"(33.789, -118.29415)"
2014,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,LAPBAND,,"(33.789, -118.29415)"
2014,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,LAPRYBG,140,"(33.789, -118.29415)"
2014,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,OPENRYGB,6,"(33.789, -118.29415)"
2014,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,VSG,672,"(33.789, -118.29415)"
2014,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,BPD,,"(34.03793, -118.37568)"
2014,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,LAPBAND,1,"(34.03793, -118.37568)"
2014,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,LAPRYBG,185,"(34.03793, -118.37568)"
2014,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,OPENRYGB,5,"(34.03793, -118.37568)"
2014,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,VSG,462,"(34.03793, -118.37568)"
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,BPD,2,"(34.06284, -118.20287)"
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,LAPBAND,,"(34.06284, -118.20287)"
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,LAPRYBG,20,"(34.06284, -118.20287)"
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,OPENRYGB,,"(34.06284, -118.20287)"
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,VSG,68,"(34.06284, -118.20287)"
2014,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,BPD,,"(33.83149, -118.29332)"
2014,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,LAPBAND,,"(33.83149, -118.29332)"
2014,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,LAPRYBG,6,"(33.83149, -118.29332)"
2014,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,OPENRYGB,,"(33.83149, -118.29332)"
2014,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,VSG,3,"(33.83149, -118.29332)"
2014,Los Angeles,Marina Del Rey Hospital,106190500,BPD,,"(33.98125, -118.43971)"
2014,Los Angeles,Marina Del Rey Hospital,106190500,LAPBAND,9,"(33.98125, -118.43971)"
2014,Los Angeles,Marina Del Rey Hospital,106190500,LAPRYBG,15,"(33.98125, -118.43971)"
2014,Napa,Saint Helena Hospital,106281078,VSG,8,"(38.53937349, -122.473003)"
2014,Los Angeles,Marina Del Rey Hospital,106190500,OPENRYGB,,"(33.98125, -118.43971)"
2014,Los Angeles,Marina Del Rey Hospital,106190500,VSG,246,"(33.98125, -118.43971)"
2014,Los Angeles,Methodist Hospital of Southern California,106190529,BPD,,"(34.13603, -118.03879)"
2014,Los Angeles,Methodist Hospital of Southern California,106190529,LAPBAND,,"(34.13603, -118.03879)"
2014,Los Angeles,Methodist Hospital of Southern California,106190529,LAPRYBG,46,"(34.13603, -118.03879)"
2014,Los Angeles,Methodist Hospital of Southern California,106190529,OPENRYGB,1,"(34.13603, -118.03879)"
2014,Los Angeles,Methodist Hospital of Southern California,106190529,VSG,34,"(34.13603, -118.03879)"
2014,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,BPD,,"(34.22138, -118.45639)"
2014,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,LAPBAND,,"(34.22138, -118.45639)"
2014,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,LAPRYBG,,"(34.22138, -118.45639)"
2014,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,OPENRYGB,,"(34.22138, -118.45639)"
2014,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,VSG,1,"(34.22138, -118.45639)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,BPD,,"(34.22075, -118.53186)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,LAPBAND,,"(34.22075, -118.53186)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,LAPRYBG,,"(34.22075, -118.53186)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,OPENRYGB,1,"(34.22075, -118.53186)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,VSG,2,"(34.22075, -118.53186)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,BPD,,"(34.5843754, -118.1443461)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,LAPBAND,,"(34.5843754, -118.1443461)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,LAPRYBG,31,"(34.5843754, -118.1443461)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,OPENRYGB,2,"(34.5843754, -118.1443461)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,VSG,121,"(34.5843754, -118.1443461)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,BPD,,"(33.96775, -118.04671)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,LAPBAND,1,"(33.96775, -118.04671)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,LAPRYBG,9,"(33.96775, -118.04671)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,OPENRYGB,,"(33.96775, -118.04671)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,VSG,38,"(33.96775, -118.04671)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,BPD,,"(33.83767, -118.35708)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,LAPBAND,,"(33.83767, -118.35708)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,LAPRYBG,2,"(33.83767, -118.35708)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,OPENRYGB,,"(33.83767, -118.35708)"
2014,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,VSG,174,"(37.66727, -120.97546)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,VSG,,"(33.83767, -118.35708)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,BPD,,"(34.1559, -118.32711)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,LAPBAND,5,"(34.1559, -118.32711)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,LAPRYBG,83,"(34.1559, -118.32711)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,OPENRYGB,6,"(34.1559, -118.32711)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,VSG,162,"(34.1559, -118.32711)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,BPD,,"(34.068889, -118.445)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,LAPBAND,,"(34.068889, -118.445)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,LAPRYBG,10,"(34.068889, -118.445)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,OPENRYGB,1,"(34.068889, -118.445)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,VSG,60,"(34.068889, -118.445)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,BPD,,"(33.7802376, -118.1866412)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,LAPBAND,,"(33.7802376, -118.1866412)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,LAPRYBG,8,"(33.7802376, -118.1866412)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,OPENRYGB,,"(33.7802376, -118.1866412)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,VSG,72,"(33.7802376, -118.1866412)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,BPD,,"(34.06879, -118.26324)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,LAPBAND,1,"(34.06879, -118.26324)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,LAPRYBG,,"(34.06879, -118.26324)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,OPENRYGB,,"(34.06879, -118.26324)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,VSG,18,"(34.06879, -118.26324)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,BPD,,"(34.02328, -118.39724)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,LAPBAND,,"(34.02328, -118.39724)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,LAPRYBG,2,"(34.02328, -118.39724)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPRYBG,90,"(32.88506, -117.22279)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,OPENRYGB,,"(34.02328, -118.39724)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,VSG,5,"(34.02328, -118.39724)"
2014,Los Angeles,Temple Community Hospital,106190784,BPD,,"(34.07534, -118.28366)"
2014,Los Angeles,Temple Community Hospital,106190784,LAPBAND,,"(34.07534, -118.28366)"
2014,Los Angeles,Temple Community Hospital,106190784,LAPRYBG,2,"(34.07534, -118.28366)"
2014,Los Angeles,Temple Community Hospital,106190784,OPENRYGB,,"(34.07534, -118.28366)"
2014,Los Angeles,Temple Community Hospital,106190784,VSG,,"(34.07534, -118.28366)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,BPD,,"(33.81258, -118.34388)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,LAPBAND,,"(33.81258, -118.34388)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,LAPRYBG,37,"(33.81258, -118.34388)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,OPENRYGB,2,"(33.81258, -118.34388)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,VSG,132,"(33.81258, -118.34388)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,BPD,10,"(34.20557, -118.2152)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,LAPBAND,,"(34.20557, -118.2152)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,LAPRYBG,,"(34.20557, -118.2152)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,OPENRYGB,,"(34.20557, -118.2152)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,VSG,8,"(34.20557, -118.2152)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,BPD,,"(34.20365, -118.6294)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,LAPRYBG,114,"(33.70162, -117.95524)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPBAND,,"(34.20365, -118.6294)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPRYBG,7,"(34.20365, -118.6294)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,OPENRYGB,,"(34.20365, -118.6294)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,VSG,25,"(34.20365, -118.6294)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,BPD,,"(39.1528, -123.20363)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,LAPBAND,10,"(39.1528, -123.20363)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,LAPRYBG,,"(39.1528, -123.20363)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,OPENRYGB,,"(39.1528, -123.20363)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,VSG,22,"(39.1528, -123.20363)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,BPD,,"(36.59827, -121.92488)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPBAND,1,"(36.59827, -121.92488)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPRYBG,31,"(36.59827, -121.92488)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,OPENRYGB,3,"(36.59827, -121.92488)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,VSG,79,"(36.59827, -121.92488)"
2014,Monterey,Natividad Medical Center,106274043,BPD,,"(36.69686, -121.6297)"
2014,Monterey,Natividad Medical Center,106274043,LAPBAND,,"(36.69686, -121.6297)"
2014,Monterey,Natividad Medical Center,106274043,OPENRYGB,,"(36.69686, -121.6297)"
2014,Monterey,Natividad Medical Center,106274043,VSG,8,"(36.69686, -121.6297)"
2014,Napa,Saint Helena Hospital,106281078,BPD,,"(38.53937349, -122.473003)"
2014,Napa,Saint Helena Hospital,106281078,LAPBAND,,"(38.53937349, -122.473003)"
2014,Napa,Saint Helena Hospital,106281078,LAPRYBG,1,"(38.53937349, -122.473003)"
2014,Orange,Chapman Medical Center,106301140,BPD,,"(33.78785, -117.82586)"
2014,Orange,Chapman Medical Center,106301140,LAPBAND,5,"(33.78785, -117.82586)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,BPD,,"(33.71546, -117.93694)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPBAND,1,"(33.71546, -117.93694)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPRYBG,101,"(33.71546, -117.93694)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,OPENRYGB,6,"(33.71546, -117.93694)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,VSG,145,"(33.71546, -117.93694)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,BPD,,"(33.70162, -117.95524)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,LAPBAND,3,"(33.70162, -117.95524)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,OPENRYGB,25,"(33.70162, -117.95524)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,VSG,171,"(33.70162, -117.95524)"
2014,Orange,Placentia Linda Hospital,106301297,BPD,,"(33.88704521, -117.8431129)"
2014,Orange,Placentia Linda Hospital,106301297,LAPBAND,,"(33.88704521, -117.8431129)"
2014,Orange,Placentia Linda Hospital,106301297,LAPRYBG,1,"(33.88704521, -117.8431129)"
2014,Orange,Placentia Linda Hospital,106301297,OPENRYGB,,"(33.88704521, -117.8431129)"
2014,Orange,Placentia Linda Hospital,106301297,VSG,24,"(33.88704521, -117.8431129)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,BPD,,"(33.7823, -117.86516)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,LAPBAND,1,"(33.7823, -117.86516)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,LAPRYBG,5,"(33.7823, -117.86516)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,OPENRYGB,1,"(33.7823, -117.86516)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,VSG,132,"(33.7823, -117.86516)"
2014,Orange,UC Irvine Medical Center,106301279,BPD,,"(33.7889, -117.89064)"
2014,Orange,UC Irvine Medical Center,106301279,LAPBAND,,"(33.7889, -117.89064)"
2014,Orange,UC Irvine Medical Center,106301279,LAPRYBG,6,"(33.7889, -117.89064)"
2014,Orange,UC Irvine Medical Center,106301279,OPENRYGB,,"(33.7889, -117.89064)"
2014,Orange,UC Irvine Medical Center,106301279,VSG,47,"(33.7889, -117.89064)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,BPD,,"(38.94452, -121.0982)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,LAPBAND,,"(38.94452, -121.0982)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,LAPRYBG,9,"(38.94452, -121.0982)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,OPENRYGB,,"(38.94452, -121.0982)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,VSG,,"(38.94452, -121.0982)"
2014,Placer,Sutter Roseville Medical Center,106311000,BPD,,"(38.76439, -121.25055)"
2014,Placer,Sutter Roseville Medical Center,106311000,LAPBAND,1,"(38.76439, -121.25055)"
2014,Placer,Sutter Roseville Medical Center,106311000,LAPRYBG,36,"(38.76439, -121.25055)"
2014,Placer,Sutter Roseville Medical Center,106311000,OPENRYGB,,"(38.76439, -121.25055)"
2014,Placer,Sutter Roseville Medical Center,106311000,VSG,34,"(38.76439, -121.25055)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,BPD,,"(33.8733354, -117.5668015)"
2014,San Joaquin,Dameron Hospital,106390846,LAPRYBG,98,"(37.9613, -121.30061)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,LAPBAND,,"(33.8733354, -117.5668015)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,LAPRYBG,,"(33.8733354, -117.5668015)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,OPENRYGB,,"(33.8733354, -117.5668015)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,VSG,3,"(33.8733354, -117.5668015)"
2014,Riverside,Desert Regional Medical Center,106331164,BPD,,"(33.83932, -116.54549)"
2014,Riverside,Desert Regional Medical Center,106331164,LAPBAND,4,"(33.83932, -116.54549)"
2014,Riverside,Desert Regional Medical Center,106331164,LAPRYBG,29,"(33.83932, -116.54549)"
2014,Riverside,Desert Regional Medical Center,106331164,OPENRYGB,,"(33.83932, -116.54549)"
2014,Riverside,Desert Regional Medical Center,106331164,VSG,74,"(33.83932, -116.54549)"
2014,Riverside,Eisenhower Medical Center,106331168,BPD,,"(33.76418, -116.40808)"
2014,Riverside,Eisenhower Medical Center,106331168,LAPBAND,4,"(33.76418, -116.40808)"
2014,Riverside,Eisenhower Medical Center,106331168,LAPRYBG,15,"(33.76418, -116.40808)"
2014,Riverside,Eisenhower Medical Center,106331168,OPENRYGB,4,"(33.76418, -116.40808)"
2014,Riverside,Eisenhower Medical Center,106331168,VSG,24,"(33.76418, -116.40808)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,BPD,,"(33.6122263, -117.1624483)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,LAPBAND,,"(33.6122263, -117.1624483)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,LAPRYBG,14,"(33.6122263, -117.1624483)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,OPENRYGB,1,"(33.6122263, -117.1624483)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,VSG,17,"(33.6122263, -117.1624483)"
